tripId,city,vehicleType,distanceKm,durationMinutes,timeOfDay,dayOfWeek,trafficLevel,weatherCondition,baseFare,perKmRate,perMinuteRate,surgeMultiplier,quotedFare,expectedFare,overchargePercentage,fareStatus,datasetSource
synthetic-001453,Madurai,BUS,6.58,14,MORNING,WEEKDAY,HIGH,COLD,10,2,0,1.0,20.0,23.16,-13.64,FAIR,synthetic
synthetic-001454,Madurai,BUS,5.39,11,DAY,SATURDAY,HIGH,HOT,10,2,0,1.0,35.0,20.78,68.43,OVERCHARGED,synthetic
synthetic-001455,Bengaluru,TAXI,4.4,3,EVENING,SUNDAY,NORMAL,RAIN,50,18,0,1.0,110.0,129.2,-14.86,FAIR,synthetic
synthetic-001456,Bengaluru,BIKE_TAXI,11.03,26,EVENING,WEEKDAY,NORMAL,CLEAR,20,8,0,1.2,235.0,129.89,80.93,OVERCHARGED,synthetic
synthetic-001457,Madurai,BIKE_TAXI,2.13,9,NIGHT,SUNDAY,HIGH,RAIN,20,8,0,1.0,49.0,37.04,32.29,OVERCHARGED,synthetic
synthetic-001458,Coimbatore,AUTO,19.87,58,EVENING,SATURDAY,HIGH,RAIN,30,12,0,1.0,266.0,268.44,-0.91,FAIR,synthetic
synthetic-001459,Madurai,TAXI,18.93,55,DAY,WEEKDAY,NORMAL,RAIN,50,18,0,1.2,502.0,468.89,7.06,FAIR,synthetic
synthetic-001460,Chennai,AUTO,15.43,22,EVENING,SUNDAY,NORMAL,CLEAR,30,12,0,1.0,190.0,215.16,-11.69,FAIR,synthetic
synthetic-001461,Coimbatore,BIKE_TAXI,16.71,54,MORNING,SATURDAY,LOW,HOT,20,8,0,1.2,157.0,184.42,-14.87,FAIR,synthetic
synthetic-001462,Chennai,AUTO,11.69,20,NIGHT,SUNDAY,NORMAL,HOT,30,12,0,1.0,216.0,170.28,26.85,SLIGHTLY_HIGH,synthetic
synthetic-001463,Chennai,BIKE_TAXI,5.6,15,EVENING,SATURDAY,NORMAL,RAIN,20,8,0,1.5,112.0,97.2,15.23,SLIGHTLY_HIGH,synthetic
synthetic-001464,Bengaluru,TAXI,8.23,24,DAY,WEEKDAY,NORMAL,HOT,50,18,0,1.0,199.0,198.14,0.43,FAIR,synthetic
synthetic-001465,Chennai,AUTO,20.91,46,MORNING,WEEKDAY,NORMAL,COLD,30,12,0,1.0,341.0,280.92,21.39,SLIGHTLY_HIGH,synthetic
synthetic-001466,Chennai,TAXI,19.5,56,MORNING,SATURDAY,LOW,RAIN,50,18,0,1.0,401.0,401.0,0.0,FAIR,synthetic
synthetic-001467,Chennai,BUS,7.71,27,MORNING,SATURDAY,HIGH,COLD,10,2,0,1.0,25.0,25.42,-1.65,FAIR,synthetic
synthetic-001468,Chennai,TAXI,13.77,21,NIGHT,SUNDAY,NORMAL,CLEAR,50,18,0,1.0,498.0,297.86,67.19,OVERCHARGED,synthetic
synthetic-001469,Bengaluru,BUS,7.37,27,NIGHT,SATURDAY,NORMAL,COLD,10,2,0,1.5,40.0,37.11,7.79,FAIR,synthetic
synthetic-001470,Madurai,BUS,3.3,16,DAY,SATURDAY,NORMAL,CLEAR,10,2,0,1.5,22.0,24.9,-11.65,FAIR,synthetic
synthetic-001471,Coimbatore,BUS,5.83,23,DAY,WEEKDAY,NORMAL,COLD,10,2,0,1.0,22.0,21.66,1.57,FAIR,synthetic
synthetic-001472,Madurai,TAXI,7.0,10,EVENING,WEEKDAY,HIGH,CLEAR,50,18,0,1.3,253.0,228.8,10.58,SLIGHTLY_HIGH,synthetic
synthetic-001473,Bengaluru,BUS,20.6,47,DAY,SUNDAY,NORMAL,HOT,10,2,0,1.0,76.0,51.2,48.44,OVERCHARGED,synthetic
synthetic-001474,Madurai,BUS,15.67,35,MORNING,WEEKDAY,NORMAL,HOT,10,2,0,1.0,43.0,41.34,4.02,FAIR,synthetic
synthetic-001475,Madurai,BIKE_TAXI,2.28,3,DAY,SATURDAY,HIGH,CLEAR,20,8,0,1.0,75.0,38.24,96.13,OVERCHARGED,synthetic
synthetic-001476,Coimbatore,BUS,20.99,44,DAY,SATURDAY,LOW,COLD,10,2,0,1.0,70.0,51.98,34.67,OVERCHARGED,synthetic
synthetic-001477,Madurai,AUTO,5.5,21,NIGHT,WEEKDAY,NORMAL,HOT,30,12,0,1.0,88.0,96.0,-8.33,FAIR,synthetic
synthetic-001478,Chennai,BUS,12.4,26,DAY,WEEKDAY,NORMAL,HOT,10,2,0,1.0,35.0,34.8,0.57,FAIR,synthetic
synthetic-001479,Madurai,AUTO,15.35,37,MORNING,SATURDAY,LOW,RAIN,30,12,0,1.0,193.0,214.2,-9.9,FAIR,synthetic
synthetic-001480,Madurai,AUTO,1.67,3,MORNING,SATURDAY,NORMAL,RAIN,30,12,0,1.0,46.0,50.04,-8.07,FAIR,synthetic
synthetic-001481,Madurai,TAXI,16.56,44,EVENING,SATURDAY,LOW,CLEAR,50,18,0,1.0,403.0,348.08,15.78,SLIGHTLY_HIGH,synthetic
synthetic-001482,Bengaluru,TAXI,16.85,41,DAY,SATURDAY,HIGH,RAIN,50,18,0,1.0,303.0,353.3,-14.24,FAIR,synthetic
synthetic-001483,Madurai,AUTO,18.79,47,NIGHT,SUNDAY,LOW,RAIN,30,12,0,1.0,253.0,255.48,-0.97,FAIR,synthetic
synthetic-001484,Chennai,BIKE_TAXI,13.77,31,MORNING,SATURDAY,LOW,CLEAR,20,8,0,1.1,261.0,143.18,82.29,OVERCHARGED,synthetic
synthetic-001485,Coimbatore,AUTO,17.79,27,EVENING,WEEKDAY,NORMAL,CLEAR,30,12,0,1.0,330.0,243.48,35.53,OVERCHARGED,synthetic
synthetic-001486,Chennai,AUTO,18.01,43,MORNING,WEEKDAY,LOW,HOT,30,12,0,1.0,211.0,246.12,-14.27,FAIR,synthetic
synthetic-001487,Madurai,TAXI,20.88,55,NIGHT,SATURDAY,NORMAL,COLD,50,18,0,1.0,405.0,425.84,-4.89,FAIR,synthetic
synthetic-001488,Bengaluru,BIKE_TAXI,1.35,3,NIGHT,WEEKDAY,NORMAL,RAIN,20,8,0,1.3,42.0,40.04,4.9,FAIR,synthetic
synthetic-001489,Madurai,BUS,21.5,76,DAY,WEEKDAY,NORMAL,CLEAR,10,2,0,1.0,54.0,53.0,1.89,FAIR,synthetic
synthetic-001490,Bengaluru,AUTO,11.15,21,NIGHT,WEEKDAY,NORMAL,HOT,30,12,0,1.2,257.0,196.56,30.75,OVERCHARGED,synthetic
synthetic-001491,Bengaluru,BUS,20.44,51,DAY,SUNDAY,HIGH,COLD,10,2,0,1.0,65.0,50.88,27.75,SLIGHTLY_HIGH,synthetic
synthetic-001492,Chennai,BUS,11.37,26,MORNING,SUNDAY,NORMAL,RAIN,10,2,0,1.0,29.0,32.74,-11.42,FAIR,synthetic
synthetic-001493,Bengaluru,BUS,8.47,21,DAY,WEEKDAY,LOW,RAIN,10,2,0,1.0,23.0,26.94,-14.63,FAIR,synthetic
synthetic-001494,Bengaluru,TAXI,9.1,25,EVENING,SUNDAY,NORMAL,HOT,50,18,0,1.0,369.0,213.8,72.59,OVERCHARGED,synthetic
synthetic-001495,Madurai,AUTO,15.18,41,MORNING,WEEKDAY,LOW,HOT,30,12,0,1.0,387.0,212.16,82.41,OVERCHARGED,synthetic
synthetic-001496,Coimbatore,AUTO,5.52,13,EVENING,SUNDAY,NORMAL,CLEAR,30,12,0,1.0,120.0,96.24,24.69,SLIGHTLY_HIGH,synthetic
synthetic-001497,Coimbatore,AUTO,9.2,26,DAY,SATURDAY,NORMAL,COLD,30,12,0,1.0,273.0,140.4,94.44,OVERCHARGED,synthetic
synthetic-001498,Madurai,BIKE_TAXI,17.95,57,NIGHT,SUNDAY,HIGH,COLD,20,8,0,1.0,201.0,163.6,22.86,SLIGHTLY_HIGH,synthetic
synthetic-001499,Chennai,AUTO,17.31,42,EVENING,SATURDAY,NORMAL,RAIN,30,12,0,1.1,302.0,261.49,15.49,SLIGHTLY_HIGH,synthetic
synthetic-001500,Madurai,TAXI,10.12,19,MORNING,WEEKDAY,HIGH,COLD,50,18,0,1.1,272.0,255.38,6.51,FAIR,synthetic
synthetic-001501,Madurai,BUS,3.75,11,NIGHT,WEEKDAY,HIGH,RAIN,10,2,0,1.0,21.0,17.5,20.0,SLIGHTLY_HIGH,synthetic
synthetic-001502,Coimbatore,BUS,5.02,7,DAY,SUNDAY,HIGH,COLD,10,2,0,1.0,34.0,20.04,69.66,OVERCHARGED,synthetic
synthetic-001503,Chennai,BIKE_TAXI,2.89,3,MORNING,SATURDAY,NORMAL,RAIN,20,8,0,1.2,56.0,51.74,8.23,FAIR,synthetic
synthetic-001504,Chennai,BUS,9.3,18,DAY,SUNDAY,HIGH,COLD,10,2,0,1.0,38.0,28.6,32.87,OVERCHARGED,synthetic
synthetic-001505,Coimbatore,BIKE_TAXI,14.48,49,NIGHT,SATURDAY,NORMAL,CLEAR,20,8,0,1.0,259.0,135.84,90.67,OVERCHARGED,synthetic
synthetic-001506,Bengaluru,BUS,3.12,3,DAY,WEEKDAY,NORMAL,CLEAR,10,2,0,1.0,21.0,16.24,29.31,SLIGHTLY_HIGH,synthetic
synthetic-001507,Chennai,AUTO,11.31,25,MORNING,WEEKDAY,LOW,RAIN,30,12,0,1.3,280.0,215.44,29.97,SLIGHTLY_HIGH,synthetic
synthetic-001508,Coimbatore,TAXI,20.8,57,NIGHT,WEEKDAY,NORMAL,CLEAR,50,18,0,1.5,661.0,636.6,3.83,FAIR,synthetic
synthetic-001509,Coimbatore,BIKE_TAXI,1.04,6,DAY,SATURDAY,NORMAL,CLEAR,20,8,0,1.0,58.0,28.32,104.8,OVERCHARGED,synthetic
synthetic-001510,Madurai,AUTO,11.44,19,DAY,WEEKDAY,LOW,HOT,30,12,0,1.0,304.0,167.28,81.73,OVERCHARGED,synthetic
synthetic-001511,Coimbatore,TAXI,14.55,27,NIGHT,WEEKDAY,LOW,HOT,50,18,0,1.0,285.0,311.9,-8.62,FAIR,synthetic
synthetic-001512,Chennai,AUTO,12.93,32,MORNING,SUNDAY,LOW,RAIN,30,12,0,1.1,234.0,203.68,14.89,SLIGHTLY_HIGH,synthetic
synthetic-001513,Madurai,BUS,14.08,40,DAY,WEEKDAY,HIGH,HOT,10,2,0,1.0,33.0,38.16,-13.52,FAIR,synthetic
synthetic-001514,Madurai,AUTO,10.56,18,NIGHT,WEEKDAY,NORMAL,CLEAR,30,12,0,1.2,202.0,188.06,7.41,FAIR,synthetic
synthetic-001515,Madurai,BUS,2.78,11,NIGHT,SATURDAY,LOW,CLEAR,10,2,0,1.0,15.0,15.56,-3.6,FAIR,synthetic
synthetic-001516,Madurai,TAXI,11.12,27,NIGHT,WEEKDAY,NORMAL,COLD,50,18,0,1.1,276.0,275.18,0.3,FAIR,synthetic
synthetic-001517,Madurai,AUTO,3.14,12,EVENING,WEEKDAY,HIGH,CLEAR,30,12,0,1.0,79.0,67.68,16.73,SLIGHTLY_HIGH,synthetic
synthetic-001518,Madurai,AUTO,5.41,15,MORNING,SATURDAY,LOW,HOT,30,12,0,1.5,145.0,142.38,1.84,FAIR,synthetic
synthetic-001519,Bengaluru,BIKE_TAXI,21.88,41,DAY,WEEKDAY,HIGH,RAIN,20,8,0,1.0,399.0,195.04,104.57,OVERCHARGED,synthetic
synthetic-001520,Bengaluru,BUS,5.9,10,MORNING,SUNDAY,NORMAL,COLD,10,2,0,1.5,29.0,32.7,-11.31,FAIR,synthetic
synthetic-001521,Madurai,BUS,10.76,20,DAY,SUNDAY,NORMAL,COLD,10,2,0,1.1,37.0,34.67,6.71,FAIR,synthetic
synthetic-001522,Bengaluru,TAXI,16.54,41,MORNING,SUNDAY,NORMAL,RAIN,50,18,0,1.0,325.0,347.72,-6.53,FAIR,synthetic
synthetic-001523,Bengaluru,AUTO,18.43,62,DAY,WEEKDAY,LOW,CLEAR,30,12,0,1.0,232.0,251.16,-7.63,FAIR,synthetic
synthetic-001524,Coimbatore,BIKE_TAXI,3.14,10,DAY,WEEKDAY,LOW,HOT,20,8,0,1.0,89.0,45.12,97.25,OVERCHARGED,synthetic
synthetic-001525,Chennai,AUTO,14.59,35,DAY,SATURDAY,LOW,CLEAR,30,12,0,1.0,219.0,205.08,6.79,FAIR,synthetic
synthetic-001526,Coimbatore,BUS,21.42,57,MORNING,SUNDAY,NORMAL,HOT,10,2,0,1.0,60.0,52.84,13.55,SLIGHTLY_HIGH,synthetic
synthetic-001527,Chennai,BIKE_TAXI,19.93,49,NIGHT,SUNDAY,HIGH,COLD,20,8,0,1.3,220.0,233.27,-5.69,FAIR,synthetic
synthetic-001528,Bengaluru,AUTO,7.21,22,EVENING,SATURDAY,HIGH,HOT,30,12,0,1.0,151.0,116.52,29.59,SLIGHTLY_HIGH,synthetic
synthetic-001529,Coimbatore,TAXI,1.57,7,MORNING,WEEKDAY,HIGH,COLD,50,18,0,1.0,103.0,80.0,28.75,SLIGHTLY_HIGH,synthetic
synthetic-001530,Madurai,BIKE_TAXI,8.68,22,EVENING,WEEKDAY,LOW,HOT,20,8,0,1.0,80.0,89.44,-10.55,FAIR,synthetic
synthetic-001531,Bengaluru,AUTO,3.45,11,NIGHT,SATURDAY,NORMAL,CLEAR,30,12,0,1.2,90.0,85.68,5.04,FAIR,synthetic
synthetic-001532,Chennai,AUTO,14.1,41,NIGHT,SUNDAY,LOW,COLD,30,12,0,1.0,305.0,199.2,53.11,OVERCHARGED,synthetic
synthetic-001533,Madurai,AUTO,9.55,15,NIGHT,WEEKDAY,LOW,HOT,30,12,0,1.0,166.0,144.6,14.8,SLIGHTLY_HIGH,synthetic
synthetic-001534,Coimbatore,TAXI,1.99,10,EVENING,WEEKDAY,LOW,COLD,50,18,0,1.1,138.0,94.4,46.18,OVERCHARGED,synthetic
synthetic-001535,Madurai,BIKE_TAXI,17.4,44,EVENING,SATURDAY,NORMAL,RAIN,20,8,0,1.0,146.0,159.2,-8.29,FAIR,synthetic
synthetic-001536,Madurai,BUS,12.93,20,EVENING,WEEKDAY,NORMAL,RAIN,10,2,0,1.0,37.0,35.86,3.18,FAIR,synthetic
synthetic-001537,Madurai,AUTO,15.85,33,EVENING,WEEKDAY,NORMAL,COLD,30,12,0,1.0,199.0,220.2,-9.63,FAIR,synthetic
synthetic-001538,Coimbatore,BUS,10.16,26,EVENING,SATURDAY,HIGH,CLEAR,10,2,0,1.3,41.0,39.42,4.02,FAIR,synthetic
synthetic-001539,Chennai,BIKE_TAXI,3.04,3,MORNING,SATURDAY,HIGH,RAIN,20,8,0,1.5,70.0,66.48,5.29,FAIR,synthetic
synthetic-001540,Coimbatore,BIKE_TAXI,12.23,36,MORNING,WEEKDAY,LOW,HOT,20,8,0,1.0,140.0,117.84,18.81,SLIGHTLY_HIGH,synthetic
synthetic-001541,Madurai,AUTO,14.01,27,NIGHT,SUNDAY,LOW,RAIN,30,12,0,1.0,429.0,198.12,116.54,OVERCHARGED,synthetic
synthetic-001542,Madurai,TAXI,4.67,3,DAY,WEEKDAY,HIGH,CLEAR,50,18,0,1.5,201.0,201.09,-0.04,FAIR,synthetic
synthetic-001543,Madurai,AUTO,20.67,60,EVENING,SUNDAY,NORMAL,RAIN,30,12,0,1.2,320.0,333.65,-4.09,FAIR,synthetic
synthetic-001544,Madurai,TAXI,1.91,7,NIGHT,WEEKDAY,NORMAL,COLD,50,18,0,1.0,100.0,84.38,18.51,SLIGHTLY_HIGH,synthetic
synthetic-001545,Chennai,BIKE_TAXI,5.7,21,EVENING,SATURDAY,NORMAL,RAIN,20,8,0,1.0,69.0,65.6,5.18,FAIR,synthetic
synthetic-001546,Bengaluru,BIKE_TAXI,21.09,47,EVENING,SATURDAY,NORMAL,CLEAR,20,8,0,1.5,306.0,283.08,8.1,FAIR,synthetic
synthetic-001547,Coimbatore,TAXI,8.06,12,EVENING,WEEKDAY,HIGH,CLEAR,50,18,0,1.0,188.0,195.08,-3.63,FAIR,synthetic
synthetic-001548,Chennai,AUTO,6.43,14,MORNING,SATURDAY,NORMAL,RAIN,30,12,0,1.1,103.0,117.88,-12.62,FAIR,synthetic
synthetic-001549,Madurai,AUTO,12.23,32,NIGHT,WEEKDAY,NORMAL,RAIN,30,12,0,1.0,168.0,176.76,-4.96,FAIR,synthetic
synthetic-001550,Chennai,AUTO,11.35,14,NIGHT,SUNDAY,LOW,HOT,30,12,0,1.0,193.0,166.2,16.13,SLIGHTLY_HIGH,synthetic
synthetic-001551,Chennai,AUTO,7.57,16,DAY,SATURDAY,HIGH,RAIN,30,12,0,1.0,117.0,120.84,-3.18,FAIR,synthetic
synthetic-001552,Madurai,TAXI,19.72,46,DAY,SUNDAY,NORMAL,RAIN,50,18,0,1.0,349.0,404.96,-13.82,FAIR,synthetic
synthetic-001553,Bengaluru,TAXI,19.06,44,NIGHT,WEEKDAY,LOW,COLD,50,18,0,1.0,393.0,393.08,-0.02,FAIR,synthetic
synthetic-001554,Coimbatore,AUTO,21.62,59,NIGHT,SUNDAY,LOW,CLEAR,30,12,0,1.0,306.0,289.44,5.72,FAIR,synthetic
synthetic-001555,Bengaluru,BUS,11.3,32,EVENING,SATURDAY,LOW,COLD,10,2,0,1.1,32.0,35.86,-10.76,FAIR,synthetic
synthetic-001556,Madurai,TAXI,14.74,29,EVENING,SATURDAY,NORMAL,COLD,50,18,0,1.0,614.0,315.32,94.72,OVERCHARGED,synthetic
synthetic-001557,Madurai,BUS,3.66,11,NIGHT,SATURDAY,NORMAL,CLEAR,10,2,0,1.0,20.0,17.32,15.47,SLIGHTLY_HIGH,synthetic
synthetic-001558,Madurai,AUTO,10.67,26,EVENING,WEEKDAY,HIGH,RAIN,30,12,0,1.0,238.0,158.04,50.59,OVERCHARGED,synthetic
synthetic-001559,Bengaluru,BUS,10.47,31,MORNING,SUNDAY,LOW,HOT,10,2,0,1.1,38.0,34.03,11.65,SLIGHTLY_HIGH,synthetic
synthetic-001560,Bengaluru,AUTO,19.76,52,NIGHT,SUNDAY,HIGH,CLEAR,30,12,0,1.2,277.0,320.54,-13.58,FAIR,synthetic
synthetic-001561,Bengaluru,BUS,21.73,60,NIGHT,SATURDAY,NORMAL,COLD,10,2,0,1.1,63.0,58.81,7.13,FAIR,synthetic
synthetic-001562,Coimbatore,BIKE_TAXI,16.57,37,DAY,SATURDAY,NORMAL,HOT,20,8,0,1.0,164.0,152.56,7.5,FAIR,synthetic
synthetic-001563,Chennai,BIKE_TAXI,11.56,27,EVENING,SATURDAY,NORMAL,COLD,20,8,0,1.0,124.0,112.48,10.24,SLIGHTLY_HIGH,synthetic
synthetic-001564,Bengaluru,AUTO,6.32,18,NIGHT,WEEKDAY,HIGH,COLD,30,12,0,1.1,120.0,116.42,3.07,FAIR,synthetic
synthetic-001565,Chennai,BUS,3.42,8,EVENING,WEEKDAY,LOW,RAIN,10,2,0,1.1,18.0,18.52,-2.83,FAIR,synthetic
synthetic-001566,Madurai,AUTO,18.89,43,EVENING,WEEKDAY,LOW,CLEAR,30,12,0,1.0,230.0,256.68,-10.39,FAIR,synthetic
synthetic-001567,Bengaluru,AUTO,13.05,29,DAY,SATURDAY,LOW,CLEAR,30,12,0,1.0,176.0,186.6,-5.68,FAIR,synthetic
synthetic-001568,Bengaluru,BIKE_TAXI,11.49,22,DAY,SATURDAY,NORMAL,HOT,20,8,0,1.0,108.0,111.92,-3.5,FAIR,synthetic
synthetic-001569,Madurai,AUTO,14.07,21,MORNING,WEEKDAY,NORMAL,COLD,30,12,0,1.0,193.0,198.84,-2.94,FAIR,synthetic
synthetic-001570,Coimbatore,AUTO,2.39,7,EVENING,SATURDAY,NORMAL,HOT,30,12,0,1.0,62.0,58.68,5.66,FAIR,synthetic
synthetic-001571,Coimbatore,BUS,15.78,35,NIGHT,WEEKDAY,LOW,COLD,10,2,0,1.0,40.0,41.56,-3.75,FAIR,synthetic
synthetic-001572,Chennai,TAXI,18.01,55,EVENING,SUNDAY,HIGH,RAIN,50,18,0,1.5,674.0,561.27,20.08,SLIGHTLY_HIGH,synthetic
synthetic-001573,Madurai,TAXI,5.71,12,MORNING,SUNDAY,NORMAL,CLEAR,50,18,0,1.0,296.0,152.78,93.74,OVERCHARGED,synthetic
synthetic-001574,Chennai,BUS,14.14,25,DAY,WEEKDAY,LOW,HOT,10,2,0,1.0,62.0,38.28,61.96,OVERCHARGED,synthetic
synthetic-001575,Chennai,BUS,8.53,19,EVENING,SATURDAY,HIGH,HOT,10,2,0,1.0,34.0,27.06,25.65,SLIGHTLY_HIGH,synthetic
synthetic-001576,Chennai,TAXI,15.67,48,NIGHT,SATURDAY,LOW,CLEAR,50,18,0,1.0,320.8359437838946,332.06,-3.38,FAIR,synthetic
synthetic-001577,Chennai,TAXI,21.6,66,EVENING,SATURDAY,HIGH,RAIN,50,18,0,1.0,423.0,438.8,-3.6,FAIR,synthetic
synthetic-001578,Madurai,BUS,7.08,15,EVENING,SUNDAY,HIGH,CLEAR,10,2,0,1.1,46.0,26.58,73.09,OVERCHARGED,synthetic
synthetic-001579,Chennai,TAXI,5.37,10,MORNING,SATURDAY,NORMAL,HOT,50,18,0,1.5,213.0,219.99,-3.18,FAIR,synthetic
synthetic-001580,Madurai,BUS,11.37,22,MORNING,SUNDAY,NORMAL,COLD,10,2,0,1.0,32.0,32.74,-2.26,FAIR,synthetic
synthetic-001581,Bengaluru,TAXI,19.61,50,NIGHT,WEEKDAY,NORMAL,RAIN,50,18,0,1.0,475.0,402.98,17.87,SLIGHTLY_HIGH,synthetic
synthetic-001582,Madurai,TAXI,16.21,35,EVENING,WEEKDAY,LOW,COLD,50,18,0,1.0,576.0,341.78,68.53,OVERCHARGED,synthetic
synthetic-001583,Bengaluru,BIKE_TAXI,20.65,59,DAY,SATURDAY,NORMAL,HOT,20,8,0,1.0,176.0,185.2,-4.97,FAIR,synthetic
synthetic-001584,Madurai,BUS,4.45,12,MORNING,SATURDAY,NORMAL,CLEAR,10,2,0,1.0,18.0,18.9,-4.76,FAIR,synthetic
synthetic-001585,Coimbatore,TAXI,5.64,16,NIGHT,SATURDAY,NORMAL,COLD,50,18,0,1.2,193.0,181.82,6.15,FAIR,synthetic
synthetic-001586,Chennai,BIKE_TAXI,12.17,30,NIGHT,SUNDAY,NORMAL,COLD,20,8,0,1.3,200.0,152.57,31.09,OVERCHARGED,synthetic
synthetic-001587,Coimbatore,BUS,14.57,30,EVENING,SATURDAY,HIGH,CLEAR,10,2,0,1.0,42.0,39.14,7.31,FAIR,synthetic
synthetic-001588,Madurai,BUS,8.19,14,DAY,SUNDAY,NORMAL,CLEAR,10,2,0,1.0,28.0,26.38,6.14,FAIR,synthetic
synthetic-001589,Madurai,TAXI,1.8,3,NIGHT,SATURDAY,HIGH,COLD,50,18,0,1.0,73.0,82.4,-11.41,FAIR,synthetic
synthetic-001590,Chennai,BUS,11.33,28,EVENING,WEEKDAY,HIGH,CLEAR,10,2,0,1.0,32.0,32.66,-2.02,FAIR,synthetic
synthetic-001591,Chennai,AUTO,11.88,33,DAY,SUNDAY,NORMAL,HOT,30,12,0,1.1,189.0,189.82,-0.43,FAIR,synthetic
synthetic-001592,Madurai,BIKE_TAXI,13.02,35,NIGHT,SUNDAY,NORMAL,COLD,20,8,0,1.0,118.0,124.16,-4.96,FAIR,synthetic
synthetic-001593,Chennai,AUTO,20.08,64,EVENING,SATURDAY,NORMAL,COLD,30,12,0,1.0,581.0,270.96,114.42,OVERCHARGED,synthetic
synthetic-001594,Madurai,BUS,19.38,37,NIGHT,WEEKDAY,LOW,RAIN,10,2,0,1.0,94.0,48.76,92.78,OVERCHARGED,synthetic
synthetic-001595,Madurai,BUS,15.96,30,NIGHT,SATURDAY,LOW,RAIN,10,2,0,1.0,47.0,41.92,12.12,SLIGHTLY_HIGH,synthetic
synthetic-001596,Madurai,BIKE_TAXI,9.44,18,DAY,WEEKDAY,NORMAL,HOT,20,8,0,1.0,96.0,95.52,0.5,FAIR,synthetic
synthetic-001597,Bengaluru,TAXI,3.19,10,DAY,WEEKDAY,LOW,CLEAR,50,18,0,1.0,107.0,107.42,-0.39,FAIR,synthetic
synthetic-001598,Bengaluru,BIKE_TAXI,1.5,4,DAY,SATURDAY,HIGH,CLEAR,20,8,0,1.0,34.0,32.0,6.25,FAIR,synthetic
synthetic-001599,Bengaluru,BUS,2.23,7,EVENING,WEEKDAY,NORMAL,CLEAR,10,2,0,1.0,28.0,14.46,93.64,OVERCHARGED,synthetic
synthetic-001600,Coimbatore,BIKE_TAXI,13.93,56,MORNING,SUNDAY,LOW,COLD,20,8,0,1.0,120.0,131.44,-8.7,FAIR,synthetic
synthetic-001601,Madurai,AUTO,17.51,51,NIGHT,WEEKDAY,LOW,COLD,30,12,0,1.0,247.0,240.12,2.87,FAIR,synthetic
synthetic-001602,Coimbatore,BIKE_TAXI,3.8,3,NIGHT,SATURDAY,LOW,HOT,20,8,0,1.0,48.0,50.4,-4.76,FAIR,synthetic
synthetic-001603,Madurai,BUS,10.71,25,MORNING,WEEKDAY,NORMAL,CLEAR,10,2,0,1.1,32.0,34.56,-7.41,FAIR,synthetic
synthetic-001604,Chennai,AUTO,15.49,41,DAY,WEEKDAY,HIGH,COLD,30,12,0,1.5,499.0,323.82,54.1,OVERCHARGED,synthetic
synthetic-001605,Madurai,BIKE_TAXI,3.15,11,MORNING,SATURDAY,NORMAL,COLD,20,8,0,1.0,55.0,45.2,21.68,SLIGHTLY_HIGH,synthetic
synthetic-001606,Madurai,AUTO,5.68,16,DAY,SUNDAY,HIGH,RAIN,30,12,0,1.3,115.0,127.61,-9.88,FAIR,synthetic
synthetic-001607,Coimbatore,BIKE_TAXI,21.6,50,NIGHT,SUNDAY,HIGH,HOT,20,8,0,1.0,198.0,192.8,2.7,FAIR,synthetic
synthetic-001608,Coimbatore,BUS,19.6,43,DAY,SUNDAY,NORMAL,RAIN,10,2,0,1.0,48.0,49.2,-2.44,FAIR,synthetic
synthetic-001609,Chennai,BIKE_TAXI,2.83,11,MORNING,WEEKDAY,HIGH,CLEAR,20,8,0,1.1,101.0,46.9,115.33,OVERCHARGED,synthetic
synthetic-001610,Chennai,BUS,13.22,43,EVENING,SATURDAY,NORMAL,CLEAR,10,2,0,1.0,43.0,36.44,18.0,SLIGHTLY_HIGH,synthetic
synthetic-001611,Chennai,BUS,6.68,13,MORNING,WEEKDAY,LOW,COLD,10,2,0,1.0,23.0,23.36,-1.54,FAIR,synthetic
synthetic-001612,Madurai,BIKE_TAXI,5.02,11,MORNING,SATURDAY,NORMAL,CLEAR,20,8,0,1.0,53.0,60.16,-11.9,FAIR,synthetic
synthetic-001613,Coimbatore,BIKE_TAXI,1.45,5,NIGHT,SUNDAY,NORMAL,CLEAR,20,8,0,1.0,34.0,31.6,7.59,FAIR,synthetic
synthetic-001614,Chennai,BUS,20.16,53,DAY,SATURDAY,LOW,RAIN,10,2,0,1.1,54.0,55.35,-2.44,FAIR,synthetic
synthetic-001615,Coimbatore,BIKE_TAXI,21.24,56,EVENING,SATURDAY,LOW,COLD,20,8,0,1.0,212.0,189.92,11.63,SLIGHTLY_HIGH,synthetic
synthetic-001616,Chennai,BIKE_TAXI,19.15,63,MORNING,WEEKDAY,NORMAL,HOT,20,8,0,1.0,199.0,173.2,14.9,SLIGHTLY_HIGH,synthetic
synthetic-001617,Coimbatore,BIKE_TAXI,20.43,57,DAY,SATURDAY,NORMAL,RAIN,20,8,0,1.0,332.0,183.44,80.99,OVERCHARGED,synthetic
synthetic-001618,Coimbatore,TAXI,1.35,9,NIGHT,WEEKDAY,LOW,COLD,50,18,0,1.0,76.0,80.0,-5.0,FAIR,synthetic
synthetic-001619,Bengaluru,BIKE_TAXI,18.34,25,DAY,WEEKDAY,LOW,RAIN,20,8,0,1.0,351.0,166.72,110.53,OVERCHARGED,synthetic
